Při tym myslachmy mjez druhim na kubłarki w pěstowarnjach abo wučerki w šulach.	Dabei dachten wir unter anderem an Erzieherinnen in Kindertagesstätten oder Lehrerinnen in Schulen.	1
Mějach wulke zbožo.	Ich hatte großes Glück.	1
Njezazwonju će, hdyž sym wo tym rozmyslował.	Ich werde dich nicht anrufen, wenn ich darüber nachgedacht habe.	1
Młody muž leži z mjezwočom dele w skłoninje brjoha.	Ein junger Mann liegt mit dem Gesicht nach unten in einer Uferböschung.	1
Tež w Braniborskej ma krajne knježerstwo bórze wo tym rozsudźić, hač dalšim wuhlowym jamam přihłosuje.	Auch in Brandenburg soll die Landesregierung demnächst darüber entscheiden, ob sie weiteren Tagebauen zustimmt.	1
Liza njemóžeše so dla pobrachowacych česćowarjow hóršić.	Lisa konnte sich nicht über Mangel an Verehrern beklagen.	1
Jako pretest so předłoha do třoch pěstowarnjow w nošerstwje CSB rozdźěli, hdźež ju kubłarki prěni króć z wubranymi dźěćimi wupruwowachu.	Als Pretest wurde die Vorlage in drei Kindertagesstätten in Trägerschaft des CSB verteilt, wo es Erzieherinnen erstmalig mit ausgewählten Kindern testeten.	1
Konsekwentnje dyrbimy originarnym žórłam škódnych maćiznow - škódnym přidatnym maćiznam w picy - honač zawjertnyć.	Konsequenterweise müssen wir den originären Schadstoffquellen - schädlichen Zusatzstoffen im Tierfutter - den Hahn zudrehen.	1
Stajće sudobjo na tablet!	Stellt das Geschirr auf das Tablett!	1
Z Pančic-Kukowa je zhromadna jězba z busom do Budyšina móžna.	Von Panschwitz-Kuckau ist die gemeinsame Fahrt mit dem Bus nach Bautzen möglich.	1
Wón pohlada na rěznika a praji, kóždy dźeń wariš abo pječeš ty něšto we swojim wobchodźe.	Er blickte zum Metzger und sagte, jeden Tag kochst oder bäckst du etwas in deinem Laden.	1
Na kóncu předstajichu młodźi hrajerjo něštožkuli ze swojeho repertoira resp. z dźěłarničkow.	Am Ende führten die jungen Darsteller einiges aus ihrem Repertoire bzw. den Workshops auf.	1
Kaž přeco je móšnička jenož snadnušce pjelnjena była.	Wie immer ist er Klingelbeutel nur spärlich gefüllt gewesen.	1
Před tutym prašenjom so hižo dołho boješe.	Vor dieser Frage war ihm schon lange bang gewesen.	1
Wuchowanski lěkar přińdźe za někotre mjeńšiny.	Der Rettungsarzt kommt in ein paar Minuten.	1
Tohorunja so strukturna změna we Łužicy, serbšćina w času digitalizacije, finančne zrěčenje přez Załožbu za serbski lud a europsku wobydlersku iniciatiwu Minority SafePack wobjednawa.	Gleichzeitig werden der Strukturwandel in der Lausitz, Sorbisch im Zeitalter der Digitalisierung, das Finanzierungsabkommen über die Stiftung für das sorbische Volk und die europäische Bürgerinitiative Minority SafePack behandelt.	1
Ruje stadło wjelkow wokoło štoma, na kotryž je pućowacy zalězł, zo by so wuchował.	Es heult das Wolfsrudel rund um den Baum, auf den ein Reisender geklettert ist, um sich zu retten.	1
Běše to jónkrótny historiski a politiski podawk, kotryž njeje tež po 25 lětach na wuznamje zhubił.	Das war ein einzigartiges historisches und politisches Ereignis, das nach 25 Jahren nicht an Bedeutung verloren hat.	1
K tomu słušachu wobšěrne zwjazkowe kompetency nastupajo zběranje dawkow.	Dazu gehörten umfangreiche Bundeskompetenzen in Bezug auf die Steuereinnahmen.	1
Snano dyrbiš swój wobraz wo tej žonje pomału korigować.	Vielleicht musst du dein Bild von der Frau langsam korrigieren.	1
Štož dynamisku modulaciju nastupa, tak su někotři ministrojo namjet zasadnje witali.	Was die dynamische Modulation angeht, so haben einige Minister den Vorschlag grundsätzlich begrüßt.	1
Nawukny jako młody čłowjek powołanje pismikistajerja a kwalifikowaše so dale.	Er erlernte als junger Mensch den Beruf des Schriftsetzers und qualifizierte sich weiter.	1
Runja nam wšitkim bu tež wón palmarum 1951 konfirměrowany.	Gleich uns allen wurde er zu Palmarum 1951 konfirmiert.	1
Tute produkty su njestrašne a hižo lěta swobodnje na předań.	Diese Produkte sind unbedenklich und seit Jahren im Freiverkauf erhältlich.	1
Z grawanjom dótknych so temy, wo kotrejž nichtó rěčeć nochcyše.	Voller Abscheu berührte ich ein Thema, über das niemand sprechen wollte.	1
Na měšćanskim posedźenju chcyše Lěwica rozswětleć, štož pak so po zdaću njeje poradźiło.	In der Stadtsitzung hatte die Linke aufklären wollen, was aber scheinbar nicht gelungen ist.	1
Štó je poprawom w tutym nastupanju zamołwity při pytanju za wupućom z tuteje mizery?	Wer ist eigentlich in dieser Beziehung verantwortlich bei der Suche nach dem Ausweg aus dieser Misere?	1
Tam móžeštaj wjesnjanostaj gmejnow Kerkojce a Derbno kaž tež měšćanosta Gubina něhdźe 1000 wobdźělnikow witać.	Dort konnten die Bürgermeister der Gemeinden Kerkwitz und Schenkendöbern sowie der Bürgermeister von Guben ungefähr 1000 Teilnehmer begrüßen.	1
Mamy plincaj z jabłučnicu a grilowanu zeleninu z rajsom.	Wir haben Plinsen mit Apfelmus und Grillgemüse mit Reis.	1
Wón je terminowany, t. r. wón wopřija dokładne časowe podaće za realizowanje.	Er ist terminiert, d. h. er enthält eine genaue Zeitangabe für die Realisierung.	1
Kaž tež přeco, pój tola sem, do Tokija.	Wie auch immer, komm doch hierher, nach Tokio.	1
Kaž rěčnik hibanja zdźěli, njepušća zapósłancow tak jednorje do lětnjeje přestawki, njejsu-li swoje domjace nadawki w klimowej politice spjelnili.	Wie der Sprecher der Bewegung mitteilte, werden die Abgeordneten nicht so einfach in die Sommerpause entlassen, falls sie ihre Hausaufgaben in der Klimapolitik nicht erfüllt haben.	1
Chcemy přez zjawne strukturne banki danje potuńšić za požčonki, kotrež do saněrowanja twarjenjow du?	Wollen wir über öffentliche Strukturbanken Zinsen verbilligen für Darlehen, die in die Sanierung von Gebäuden gehen?	1
Dźěćo so spřećiwješe, hdyž dyrbješe do łoža.	Das Kind sträubte sich, als es ins Bett sollte.	1
Mój nan hlada po wječeri normalnje přeco telewiziju.	Mein Vater guckt nach dem Abendessen normalerweise immer Fernsehen.	1
A přeradźu ći hišće něšto, njebjeru jim mocy prosće tak.	Und ich verrate dir noch etwas, ich nehme ihnen die Kräfte nicht einfach so.	1
Zasadźujmy so potajkim za to, zo wužije kóždy ćěkanc prawo na azyl w Europskej uniji.	Setzen wir uns also dafür ein, dass jeder Geflüchtete ein Asylrecht innerhalb der Europäischen Union genießt.	1
Na tutej wuzwoli so nowe předsydstwo třěšneho zwjazka europskich narodnych mjeńšin.	Auf dieser wird ein neuer Vorstand des Dachverbands europäischer nationaler Minderheiten gewählt.	1
Wšitcy kandidaća wuprajichu so přećiwo dalšemu wudobywanju brunicy.	Alle Kandidaten sprachen sich gegen die Fortsetzung der Braunkohleförderung aus.	1
Sakska šćěpjenska komisija doporuči korona-šćěpjenje za wšěch młodostnych wot staroby dwanaće lět.	Die sächsische Impfkommission empfiehlt die Corona-Impfung für alle Jugendlichen ab dem Alter von zwölf Jahren.	1
Wučer wotmołwješe skrótka a wudźěraše skradźu jenož na swoje papjery a knihi.	Der Lehrer antwortete kurz und stierte heimlich nur auf seine Papiere und Bücher.	1
Jako so jeho za kopěrowanskimi podłožkami prašach, bě wón hižo zrěčenje podpisał.	Als ich ihn nach den Kopierunterlagen fragte, hatte er den Vertrag bereits unterschrieben.	1
Korle Awgusta Kocora skomponowa za koncert 18 spěwow.	Korla Awgust Kocor komponierte für das Konzert 18 Lieder.	1
Wo to pak hižo dawno wjac njeńdźe, potajkim tež kraloswěrni do prašenja njepřińdu.	Darum geht es aber schon lange nicht mehr, also auch königstreue kommen nicht in Frage.	1
Wo přihotach prěnich wólbow rady za serbske naležnosće jako listowych wólbow informowaše wón w nadawku předsydy wólbneho wuběrka.	Über die Vorbereitung der ersten Wahlen des Rates für sorbische/wendische Angelegenheiten als Briefwahl informierte er im Namen des Vorsitzenden des Wahlausschusses.	1
Wona ma wulki wuznam za europske pjenježne wiki, za nutřkokrajne wiki, za financne posłužby.	Sie ist von großer Bedeutung für den europäischen Finanzmarkt, für den Binnenmarkt, für Finanzdienstleistungen.	1
Zda so Jurjej tójšto wjesela činić, telko njeměra zbudźić, kaž jenož móže.	Es scheint Jurij eine Menge Spaß zu machen, soviel Unruhe zu stiften, wie er nur kann.	1
Za předewzaće su po prěnjej kalkulaciji wudawki 79 000 eurow předwidźane.	Für das Vorhaben sind nach einer ersten Kalkulation Ausgaben von 79 000 Euro vorgesehen.	1
Wón wopyta najprjedy šěsć asteroidy w swojim susodstwje.	Er besuchte zunächst die sechs Asteroiden in seiner Nachbarschaft.	1
Wój budźetaj so porjadnje zadźeržeć a na woku a dźěda słuchać.	Ihr beide werdet euch ordentlich verhalten und auf Oma und Opa hören.	1
Kaž so we wodźe wobličo špiheluje, tak čłowjek we wutrobje druheho.	Wie sich im Wasser das Angesicht spiegelt, so ein Mensch im Herzen des andern.	1
Wjeselće so potajkim z nami nad rjanym pózdnim lěćom.	Also freut euch gemeinsam mit uns an dem schönen Spätsommer.	1
Tak wone čiste njebudźe.	So wird es nicht richtig sauber.	1
Mi njewostanje ničo druhe wyše - dyrbju to činić.	Mir bleibt nichts anderes übrig - ich muss es tun.	1
Na dobro brunicy pisaja woni šwedskemu premierej.	Zum Wohl der Braunkohle schreiben sie dem schwedischen Premier.	1
Z hordej rěču so tu ničo njedocpěje, hodźina honi, mužej dyrbi so pomhać.	Mit eitler Rede wird hier nichts geschafft, die Stunde dringt, dem Mann muss Hülfe werden.	1
Móžeš tež najlěpši być, hdyž tam nichtó druhi njeje.	Du kannst auch der Beste sein, wenn da niemand anderes ist.	1
Dyrbimy tež kapacitu palestinskeho zarjada za awtonomiju k zwjedźenju lokalnych posłužbow skrućić.	Wir müssen auch die Kapazität der palästinensischen Autonomiebehörde zur Erbringung lokaler Dienstleistungen stärken.	1
Móličke jehlički maja wulki wuskutk.	Winzige Nadeln haben eine große Wirkung.	1
Zwjazkowemu ministerstwu nutřkowneho financowanja pisachu próstwu.	Dem Bundesinnenministerium zur Finanzierung schrieben sie eine Bitte.	1
Wobdźělnicy pak móža sej turu z flajerom tež sami wotkryć.	Die Teilnehmer aber können sich die Tour mit einem Flyer auch selbst erschließen.	1
Po wozjewjenju wusuda so wobskorženy, jeli bu zasudźeny, wo móžnosći wusud wotprěć powuči.	Im Anschluss an die Urteilsverkündung wird der Angeklagte, wenn er verurteilt wurde, über die Möglichkeit das Urteil anzufechten belehrt.	1
Tež jednaćel spěchowanskeje towaršnosće sam njeje cyle spokojom z docpětym kompromisom.	Auch der Geschäftsführer der Fördergesellschaft selbst ist nicht ganz zufrieden mit dem erreichten Kompromiss.	1
Spisowaćelka njezwurazni tole w formje romana.	Die Schriftstellerin drückte dies nicht in Form eines Romans aus.	1
Wustup hižo wěčnje traje, chcych runje domoj hić, ale po prěčnych pišćałkach dźěše hišće dale.	Der Auftritt dauert schon ewig, ich wollte gerade nach Hause gehen, aber nach den Querflöten ging es noch weiter.	1
Sym dołhi list wot mojeju staršeju dóstał.	Ich habe einen langen Brief von meinen Eltern erhalten.	1
W prěnim rjedźe wočakowachu wot knježićela, zo so přez miłosć a pomocliwosć jako ludźipřećel wopokaza.	In erster Linie erhoffte man vom Herrscher, dass er sich durch Milde und Hilfsbereitschaft als Menschenfreund bewähre.	1
Z wobalku du k póštowemu kašćikej a wotesćelu wažny list do Bonna, dla mojeho studija.	Mit dem Umschlag gehe ich zum Briefkasten und schicke einen wichtigen Brief nach Bonn ab, wegen meines Studiums.	1
Tam njedundaše žadyn panter, jenož jedyn mučny stary puma ležeše na słóncu.	Dort strich kein Panther umher, nur ein müder alter Puma lag in der Sonne.	1
Ze mnu njebu hišće ženje tak rěčane.	Mit mir ist noch nie so gesprochen worden.	1
Hnydomny rozsud je trěbny.	Eine sofortige Entscheidung ist nötig.	1
Namakamy wězo tež mjez nami hišće ludźi, kotřiž hinak tikotaja.	Wir finden freilich auch unter uns noch Leute, die anders ticken.	1
Hodowny dar bě mały wosušk a tafla šokolady.	Das Weihnachtsgeschenk war ein kleiner Stollen und eine Tafel Schokolade.	1
Lubuju sněh, kiž so wot samo wot chódnika zhubi.	Ich liebe den Schnee, der von alleine vom Gehweg verschwindet.	1
Durje drje hodźachu so wotzamknyć, ale w nich njetčeše kluč.	Die Tür ließ sich abschließen, aber in ihr steckte kein Schlüssel.	1
Tótka a třělbar spytaštaj rowarjej tak derje kaž móžno pomhać.	Der Bestatter und der Büchsenmacher versuchten dem Totengräber so gut es ging zu helfen.	1
To płaći wosebje za naležnosće rozestajenja z hranicy překročacym poćahom.	Dies gilt insbesondere für Streitsachen mit grenzüberschreitendem Bezug.	1
Wjetšina radow dźěłaćerjow njeorientowaše so na teoriji radoweho systema.	Die Mehrheit der Arbeitsräte orientierte sich an der Theorie des Ratssystems.	1
Přenajer móže wužiwanske zrěčenje z wažnych přičin bjez dodźerženja wupowědźenskeho časa wupowědźić.	Der Vermieter kann den Nutzungsvertrag aus wichtigen Gründen ohne Einhaltung einer Kündigungsfrist kündigen.	1
Tutu knihu hišće njeznaju.	Dieses Buch kenne ich noch nicht.	1
Celebranća běštaj nimo biskopa Rentzinga serbski superintendent Jan Malink a farar Andreas Höhne.	Die Zelebranten waren außer Bischof Rentzing der sorbische Superintendent Jan Mahling und Pfarrer Andreas Höhne.	1
Do tutoho nadawka so Rada za serbske naležnosće a Domowina kaž tež dalši za spěchowanje rěče relewantni akterojo zapřijeja.	In diese Aufgabe werden der Rat für sorbische Angelegenheiten und die Domowina sowie weitere für die Förderung der Sprache relevanten Akteure eingebunden.	1
Runje jako hdyž so hišće mošt namaka w kići a so rjeknje: Njeskaž jón, přetož w nim je Bože žohnowanje, tak tež chcu ja swojich wotročkow dla činić, zo wšón lud skazyć nochcu.	Gerade als wenn sich noch Saft in der Traube findet und gesagt wird: Verdirb ihn nicht, denn in ihm ist Gottes Segen, so auch will ich meiner Knechte willen tun, dass ich nicht alles Volk verderben will.	1
Jandźelk wupřestrěje swojej křidle a w suwnym lěće ze sylnym wětrom do chribjeta dźe spěšnje dele na zemju.	Das Engelchen breitet seine Flügel aus und im Gleitflug mit kräftigem Rückenwind geht es hurtig hinunter auf die Erde.	1
Runočasnje k aktiwěrowanskej fazy započa přihot dialogoweje fazy, kotrejež zeskutkownjenje bě za nazymu předwidźane.	Gleichzeitig zur Aktivierungsphase begann die Vorbereitung der Dialogphase, deren Umsetzung für den Herbst vorgesehen war.	1
Druhdy sej dźěćo potwory wumysli.	Manchmal denkt sich das Kind die Ungeheuer aus.	1
Hdyž wone zwonja, potom je wulkotny trojozynk słyšeć, rjekny wón w swojim postrownym słowje.	Wenn sie läuten, dann ist ein wunderschöner Dreiklang zu hören, sagte er in seinem Grußwort.	1
To bě tajka prawa „Kofejowa jězba“ z Płomjenjom.	Das war so eine richtige „Kaffeefahrt“ mit der Płomjo.	1
Napisaj tola zaso raz něšto nowych sadow!	Schreib doch mal wieder ein paar neue Sätze!	1
Prědku maja mały rypačk, kotryž je za to kaž stworjeny.	Vorne haben sie einen kleinen Stechrüssel, der dafür wie geschaffen ist.	1
Wón je wosebje wučerkam wažny, kotřiž na swojej šuli dalšu serbskorěčnu koleginu nimaja.	Er ist besonders Lehrerinnen wichtig, die an ihrer Schule keine weitere sorbischsprachige Kollegin haben.	1
W swěće insektow dawatej potajkim dwaj wšelakej pućej wuwića.	In der Welt der Insekten gibt es also zwei verschiedene Wege der Entwicklung.	1
Nastork k tutomu hoberskemu nadawkej je hłownje tehdomniši a zdobom posledni serbski wosadny farar dał.	Den Anstoß zu dieser riesigen Aufgabe hat hauptsächlich der damalige und zugleich letzte sorbische Gemeindepfarrer gegeben.	1
Serbska rěč je moderna rěč.	Die sorbische Sprache ist eine moderne Sprache.	1
Trawma so jemu njejapcy znowa do mozow zašćěpi.	Das Trauma impfte sich ihm plötzlich wieder in sein Gedächtnis ein.	1
Reporterojo woblěhowachu stara.	Reporter umlagerten den Star.	1
Studijne lěto rozdźěli so na dwaj semestraj, lětni semester a zymski semester.	Das Studienjahr teilt sich auf zwei Semester auf, das Sommersemester und das Wintersemester.	1
Waš dźěd a jeho bratr běštaj našej stajnaj hosćej.	Euer Großvater und sein Bruder waren unsere Stammgäste.	1
Na tamnej stronje pak dósta wokrjes mjenje klučowych připokazanjow Sakskeje.	Auf der anderen Seite aber bekam der Kreis weniger Schlüsselanweisungen von Sachsen.	1
Je to rjana utopija abo je to móžna realita?	Ist dies eine schöne Utopie oder mögliche Realität?	1
Maćijo, što je?	Matthias, was ist?	1
A nimale kóždy rozprawja ze swěćatymaj wočomaj wot swojeho zetkanja z leopardom.	Und fast jeder berichtet mit leuchtenden Augen von seiner Begegnung mit dem Leoparden.	1
Wuradźowachmy so z nimi wo problemje.	Wir berieten uns mit ihnen über das Problem.	1
Na forumje bě so Gabriel za brunicu jako mostowu technologiju a jako partnerku wobnowjomnych energijow wuprajił, kaž Hermwapelhorst zdźěli.	Im Forum sprach sich Gabriel für die Braunkohle als Brückentechnologie und als Partnerin der erneuerbaren Energien aus, wie Hermwapelhorst mitteilte.	1
Jeli chceće wodźacu poziciju přewzać, trjebamy Waše zadźerženske wuswědčenje.	Wenn Sie eine Führungsposition übernehmen wollen, benötigen wir Ihr Führungszeugnis.	1
Tom poskići pokłady, kotrež bě z rowow pokradnył, na čornych wikach na předań.	Tom bot die Schätze, die er aus den Gräbern gestohlen hatte, auf dem Schwarzmarkt feil.	1
Kusk čerwjenoličkateho jabłučka daješe ju naraz.	Ein Stück des rotwangigen Apfels würgte sie plötzlich.	1
Wjelb słužeše w tehdyšim času hišće wěstemu chowanju drohotnych předmjetow a podłožkow.	Das Gewölbe diente zu jener Zeit noch der sicheren Aufbewahrung kostbarer Gegenstände und Unterlagen.	1
Móžu čas zadźeržeć, praji dźěd hordy, maksimalnje štyri mjeńšiny a dwajatřiceći sekundow.	Ich kann die Zeit anhalten, sagte der Großvater stolz, maximal vier Minuten und zweiunddreißig Sekunden.	1
Tołmačerja zapłaći stat.	Den Dolmetscher bezahlt der Staat.	1
Kubłarka wjedźe ze staršimaj rozmołwu, w kotrymž wobrěči so dalši kubłanski puć dźěsća.	Die Erzieherin führt mit den Eltern ein Gespräch, in dem der weitere Bildungsgang des Kindes besprochen wird.	1
Wonaj staj slubjenaj.	Sie sind verlobt.	1
Wón je chory, samo ćežko chory.	Er ist krank, sogar schwer krank.	1
W swojich dźaknych słowach po spožčenju čestneho wobydlerstwa bě wón prěni a jenički, kotryž witaše přitomnych němsce a zdobom serbsce.	In seinen Dankesworten nach der Titelverleihung war er der erste und einzige, der die Anwesenden auf Deutsch und auf Sorbisch begrüßte.	1
Lěta dołho běži z łódźow w rumje Gibraltara při natankowanju, nakładowanju a wotkładowanju wolij do morja.	Seit Jahren fließt aus Schiffen im Raum Gibraltar beim Betanken, Beladen und Entladen Öl ins Meer.	1
Chcemy mechanizmy wičneho porjada přichodnym naprašowanskim a poskitkowym wuměnjenjam přiměrić, zo bychu so krizy podobne wuwića hižo zwoprědka wobešli.	Wir wollen die Marktordnungsmechanismen den künftigen Nachfrage- und Angebotsbedingungen anpassen, um krisenhafte Entwicklungen schon im Vorhinein zu vermeiden.	1
Dalše funkcije su: joker, pokiw na pytane słowo pokazać a pomoc.	Weitere Funktionen sind: Joker, Tipp zum gesuchten Wort anzeigen und Hilfe.	1
Pětr rjekny: Knježe, sy-li to ty, kazaj mi k tebi přińć po wodźe.	Petrus sprach: Herr, bist du es, so befiehl mir, zu dir zu kommen auf dem Wasser.	1
„Štó da móhł nas čitać wučić?“, prašeše so prosatko.	„Wer könnte uns das Lesen lehren?“, fragte das Ferkelchen.	1
Młoda unija Sakskeje widźi Zelenych a SPD při zhromadnym knježenju we wosebitej zamołwitosći.	Die Junge Union Sachsens sieht Grüne und SPD beim gemeinsamen Regieren in einer besonderen Pflicht.	1
Pósła swojeho kejžorskeho architekta, zo by twar a kompoziciju wołtarnišća přewzał.	Sie schickte ihren kaiserlichen Architekten, damit er den Bau und die Komposition des Altarraums übernahm.	1
A nětk nowa serbska časowa mašina běžeć započina.	Und nun beginnt die neue sorbische Zeitmaschine zu laufen.	1
Spóznachu pak tež, zo jednotliwc telko naraz scyła nazběrać njemóže.	Sie erkannten aber auch, dass der Einzelne so viel auf einmal überhaupt nicht sammeln konnte.	1
Při wopłóčkowym kanalu móhło něšto zajimawe być.	Beim Abwasserkanal könnte etwas Interessantes sein.	1
Dokelž je tutón měsac runje prawy, so po čołmikowanju na groblach při kaminje w sawnje wočerstwić.	Weil dieser Monat gerade richtig ist, sich nach einer Kahnfahrt auf den Fließen am Kamin in der Sauna zu entspannen.	1
Što da tak hłupje hladaće, chcyše wón wědźeć.	Was schaut ihr denn so dumm, wollte er wissen.	1
Tłóč ‚dale‘ za start nakupa cyłeje hry k płaćiznje 100 eurow.	Drücke ‚Weiter‘ zum Start des Kaufs der Vollversion zum Preis von 100 Euro.	1
Tak skutkuje čitanje na přikład stres redukujo a pomha při wusnjenju.	So wirkt Lesen zum Beispiel stressreduzierend und hilft beim Einschlafen.	1
Lětuši program jasnje pokaza, kak ćežko je, w tajkich rewijowych programach wysoki niwow docpěć.	Das diesjährige Programm hat klar gezeigt, wie schwer es ist, in größeren Revueprogrammen ein hohes Niveau zu erreichen.	1
Je to skerje moraliski koncept, hač wobswětowa naprawa.	Es ist eher ein moralisches Konzept, denn eine Umweltmaßnahme.	1
Žona, kotraž tam pod štomom sedźi, zrudna wupada.	Die Frau, die dort unter dem Baum sitzt, sieht traurig aus.	1
Jedyn z wjelkow bě nadobo preč, Matej widźeše w trawje jenož lěsnu myš, kotraž so schowa.	Einer der Wölfe war plötzlich weg, Matej sah im Gras nur eine Waldmaus, die sich versteckte.	1
Siegfried Kühn rěčeše tu wo technologiji, kotraž žanoho přichoda nima.	Siegfried Kühn sprach hier von einer Technologie, die keinerlei Zukunft hat.	1
Wokolne wsy su Haslow na sewjeru kaž tež Myšecy a Prěčecy na juhu.	Umliegende Dörfer sind Dreikretscham im Norden sowie Muschelwitz und Prischwitz im Süden.	1
Hewak by so dyrbjał k Sprjewi podać a tam ze sudobjom wodu čerpać.	Ansonsten müsste er sich zur Spree begeben und dort mit einem Gefäß Wasser schöpfen.	1
Organizatoriske zastaranje předsydstwa a gremijow je naležnosć jednaćelstwa.	Die organisatorische Betreuung des Vorstandes und der Gremien obliegt der Geschäftsführung.	1
W referatach a diskusijnych skupinach chcedźa wobdźělnicy priority při dalšim spěchowanju serbskeje rěče a kultury rozjimać.	In Referaten und Diskussionsgruppen wollen die Teilnehmer die Prioritäten bei der weiteren Förderung der sorbischen Sprache und Kultur erörtern.	1
Rěčny centrum WITAJ je samostatny wotrjad Domowiny.	Das WITAJ-Sprachzentrum ist eine eigenständige Abteilung der Domowina.	1
Rawpowa historiska zasłužba je, zo so jemu poradźi, serbsku hudźbu estetiskim a techniskim wužadanjam 20. lětstotka přibližić.	Sein historischer Verdienst ist, dass es ihm gelang, die sorbische Musik den ästhetischen und technischen Ansprüchen des 20. Jahrhunderts anzunähern.	1
Do polstrow k sedźenju ma so energiju lutowaca infračerwjena tepjenska technologija instalować.	In die Sitzpolster soll eine energiesparende Infrarot-Heiztechnologie installiert werden.	1
Při wotemrěću serbskeje rěče we Łužicy njejedna so wo žadyn bój – tón je dawno rozsudźeny, ale jenož wo měrnym wusnjenju hodźi so rěčeć.	Beim Aussterben der sorbischen Sprache in der Lausitz handelt es sich um keinen Kampf – der ist längst entschieden, sondern nur von einem ruhigen Einschlafen lässt sich sprechen.	1
A wone tež rady a njepřestajnje šćekotaja.	Und sie schnattern auch gern und ununterbrochen.	1
Wědźachmy drje, zo je ćežko chory, a tola trjechi nas powěsć wo jeho smjerći njejapcy.	Wir wussten zwar, dass er schwer krank ist, und dennoch traf uns die Nachricht über seinen Tod unverhofft.	1
Wotstronjenje chudoby ma z tym prioritu, a wotpowědna bilanca zašłych dźesać lět je chuduška.	Die Beseitigung der Armut hat somit Vorrang, und die diesbezügliche Bilanz der vergangenen zehn Jahre ist ärmlich.	1
Druhdy so zwěrjata jenož jich kožucha dla zatřěla.	Manchmal werden Tiere nur wegen ihres Fells erschossen.	1
Dla toho njemóžemy namjet za změnu 10 akceptować.	Aufgrund dessen können wir Änderungsantrag 10 nicht akzeptieren.	1
